予約ID,顧客ID,部屋番号,宿泊人数,チェックイン日,チェックアウト日,チェックイン時間,チェックアウト時間,宿泊プラン,予約経路,客層,シーズン区分
R03403,c0509,202,2,2025-11-09,2025-11-13,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R03404,c0381,215,2,2025-11-09,2025-11-10,17:00,6:00,素泊まり,OTA,登山,通常期
R03405,c0846,206,2,2025-11-09,2025-11-11,16:00,8:00,素泊まり,OTA,登山,通常期
R03406,c0890,209,2,2025-11-09,2025-11-13,17:00,7:00,朝食付き,OTA,ビジネス,通常期
R03407,c0909,214,2,2025-11-09,2025-11-12,16:00,9:00,朝食付き,OTA,観光,通常期
R03408,c1946,207,2,2025-11-09,2025-11-11,16:00,10:00,朝食付き,直接,観光,通常期
R03409,c0896,211,2,2025-11-09,2025-11-11,18:00,8:00,朝食付き,OTA,遠征,通常期
R03410,c1195,101,1,2025-11-09,2025-11-12,17:00,7:00,朝食付き,OTA,ビジネス,通常期
R03411,c1655,217,1,2025-11-09,2025-11-11,16:00,9:00,素泊まり,OTA,登山,通常期
R03412,c1291,216,1,2025-11-09,2025-11-11,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R03413,c0996,201,2,2025-11-09,2025-11-10,15:00,9:00,素泊まり,直接,観光,通常期
R03414,c1809,210,2,2025-11-09,2025-11-10,17:00,8:00,素泊まり,直接,ビジネス,通常期
R03415,c1871,203,2,2025-11-09,2025-11-12,18:00,8:00,朝食付き,OTA,ビジネス,通常期
R03416,c0790,208,1,2025-11-09,2025-11-11,17:00,10:00,2食付き,OTA,観光,通常期
R03417,c0870,211,2,2025-11-10,2025-11-11,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R03418,c0075,215,2,2025-11-10,2025-11-12,15:00,8:00,2食付き,直接,登山,通常期
R03419,c0364,201,1,2025-11-10,2025-11-14,18:00,7:00,2食付き,OTA,ビジネス,通常期
R03420,c0756,206,1,2025-11-10,2025-11-14,18:00,8:00,素泊まり,直接,ビジネス,通常期
R03421,c1285,213,1,2025-11-10,2025-11-11,18:00,7:00,2食付き,OTA,ビジネス,通常期
R03422,c1869,208,1,2025-11-10,2025-11-13,17:00,7:00,朝食付き,OTA,ビジネス,通常期
R03423,c1750,205,2,2025-11-10,2025-11-12,16:00,8:00,素泊まり,直接,登山,通常期
R03424,c0004,214,2,2025-11-10,2025-11-11,19:00,8:00,素泊まり,OTA,遠征,通常期
R03425,c1236,101,1,2025-11-10,2025-11-11,20:00,9:00,素泊まり,直接,その他,通常期
R03426,c1736,212,1,2025-11-10,2025-11-13,18:00,8:00,朝食付き,直接,ビジネス,通常期
R03427,c1643,216,2,2025-11-10,2025-11-12,17:00,9:00,素泊まり,OTA,登山,通常期
R03428,c0992,202,2,2025-11-10,2025-11-11,15:00,7:00,2食付き,直接,登山,通常期
R03429,c1220,217,1,2025-11-11,2025-11-13,15:00,6:00,素泊まり,直接,登山,通常期
R03430,c0412,202,2,2025-11-11,2025-11-12,20:00,10:00,素泊まり,OTA,その他,通常期
R03431,c0259,214,2,2025-11-11,2025-11-12,18:00,9:00,素泊まり,直接,その他,通常期
R03432,c0089,213,1,2025-11-11,2025-11-12,16:00,8:00,素泊まり,OTA,登山,通常期
R03433,c0299,206,2,2025-11-11,2025-11-13,16:00,10:00,朝食付き,OTA,観光,通常期
R03434,c1382,101,1,2025-11-11,2025-11-13,18:00,8:00,2食付き,OTA,ビジネス,通常期
R03435,c0016,209,2,2025-11-11,2025-11-12,15:00,8:00,素泊まり,直接,登山,通常期
R03436,c0654,215,2,2025-11-11,2025-11-13,17:00,8:00,素泊まり,OTA,登山,通常期
R03437,c0930,210,1,2025-11-11,2025-11-12,15:00,10:00,素泊まり,OTA,登山,通常期
R03438,c0035,203,2,2025-11-11,2025-11-12,18:00,9:00,素泊まり,OTA,その他,通常期
R03439,c1836,216,2,2025-11-11,2025-11-14,17:00,8:00,素泊まり,OTA,ビジネス,通常期
R03440,c1400,211,2,2025-11-11,2025-11-12,17:00,7:00,素泊まり,直接,ビジネス,通常期
R03441,c0293,201,1,2025-11-12,2025-11-14,17:00,10:00,朝食付き,OTA,観光,通常期
R03442,c1596,211,2,2025-11-12,2025-11-13,16:00,10:00,素泊まり,OTA,登山,通常期
R03443,c0460,206,2,2025-11-12,2025-11-13,19:00,9:00,朝食付き,OTA,遠征,通常期
R03444,c1435,215,1,2025-11-12,2025-11-15,18:00,8:00,,直接,ビジネス,通常期
R03445,c0924,101,2,2025-11-12,2025-11-14,15:00,8:00,素泊まり,直接,登山,通常期
R03446,c0903,213,1,2025-11-12,2025-11-13,19:00,8:00,2食付き,OTA,遠征,通常期
R03447,c1158,212,2,2025-11-12,2025-11-14,17:00,7:00,2食付き,OTA,ビジネス,通常期
R03448,c0911,205,2,2025-11-12,2025-11-14,19:00,10:00,素泊まり,OTA,遠征,通常期
R03449,c1564,216,1,2025-11-12,2025-11-14,18:00,10:00,朝食付き,OTA,遠征,通常期
R03450,c0507,209,1,2025-11-12,2025-11-14,18:00,9:00,朝食付き,OTA,遠征,通常期
R03451,c1673,210,2,2025-11-12,2025-11-16,18:00,8:00,素泊まり,OTA,ビジネス,通常期
R03452,c0685,202,1,2025-11-12,2025-11-15,18:00,8:00,2食付き,OTA,ビジネス,通常期
R03453,c0535,214,2,2025-11-13,2025-11-14,18:00,8:00,2食付き,直接,ビジネス,通常期
R03454,c0922,210,1,2025-11-13,2025-11-16,18:00,7:00,朝食付き,OTA,ビジネス,通常期
R03455,c1347,205,2,2025-11-13,2025-11-15,15:00,6:00,2食付き,OTA,登山,通常期
R03456,c0041,211,1,2025-11-13,2025-11-14,15:00,9:00,,OTA,登山,通常期
R03457,c0571,101,1,2025-11-13,2025-11-14,19:00,8:00,朝食付き,直接,遠征,通常期
R03458,c1024,215,2,2025-11-13,2025-11-17,17:00,7:00,2食付き,OTA,ビジネス,通常期
R03459,c1016,212,1,2025-11-13,2025-11-15,17:00,10:00,朝食付き,OTA,観光,通常期
R03460,c1964,217,1,2025-11-13,2025-11-15,18:00,10:00,素泊まり,直接,遠征,通常期
R03461,c0415,201,2,2025-11-13,2025-11-17,18:00,8:00,素泊まり,OTA,ビジネス,通常期
R03462,c1847,213,1,2025-11-13,2025-11-14,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R03463,c1249,209,1,2025-11-13,2025-11-15,18:00,8:00,朝食付き,OTA,ビジネス,通常期
R03464,c1660,203,2,2025-11-13,2025-11-16,17:00,8:00,素泊まり,直接,ビジネス,通常期
R03465,c1044,203,2,2025-11-14,2025-11-15,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R03466,c1276,211,2,2025-11-14,2025-11-18,17:00,8:00,2食付き,OTA,ビジネス,通常期
R03467,c1540,208,1,2025-11-14,2025-11-16,18:00,8:00,朝食付き,OTA,ビジネス,通常期
R03468,c0521,213,2,2025-11-14,2025-11-15,17:00,7:00,素泊まり,直接,ビジネス,通常期
R03469,c1971,216,1,2025-11-14,2025-11-18,18:00,7:00,朝食付き,OTA,ビジネス,通常期
R03470,c1141,210,1,2025-11-14,2025-11-15,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R03471,c0679,212,1,2025-11-14,2025-11-15,19:00,9:00,素泊まり,OTA,遠征,通常期
R03472,c0233,215,1,2025-11-14,2025-11-16,18:00,8:00,素泊まり,OTA,ビジネス,通常期
R03473,c0926,205,1,2025-11-14,2025-11-17,17:00,9:00,素泊まり,直接,観光,通常期
R03474,c1046,206,2,2025-11-14,2025-11-16,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R03475,c1729,101,2,2025-11-14,2025-11-15,17:00,10:00,素泊まり,OTA,登山,通常期
R03476,c1014,201,2,2025-11-14,2025-11-15,16:00,7:00,2食付き,OTA,登山,通常期
R03477,c0617,217,1,2025-11-14,2025-11-16,16:00,9:00,素泊まり,直接,観光,通常期
R03478,c0721,209,1,2025-11-15,2025-11-18,17:00,7:00,素泊まり,直接,ビジネス,繁忙期
R03479,c1502,207,1,2025-11-15,2025-11-19,17:00,7:00,朝食付き,OTA,ビジネス,繁忙期
R03480,c1807,217,2,2025-11-15,2025-11-17,16:00,10:00,素泊まり,OTA,登山,繁忙期
R03481,c2000,202,1,2025-11-15,2025-11-17,17:00,10:00,2食付き,OTA,観光,繁忙期
R03482,c1586,210,2,2025-11-15,2025-11-17,15:00,10:00,朝食付き,直接,観光,繁忙期
R03483,c1534,101,2,2025-11-15,2025-11-16,17:00,8:00,素泊まり,OTA,ビジネス,繁忙期
R03484,c1743,213,1,2025-11-15,2025-11-18,17:00,7:00,2食付き,直接,ビジネス,繁忙期
R03485,c0319,214,1,2025-11-15,2025-11-17,17:00,9:00,素泊まり,直接,登山,繁忙期
R03486,c0159,203,1,2025-11-15,2025-11-16,18:00,10:00,素泊まり,OTA,その他,繁忙期
R03487,c1317,206,1,2025-11-15,2025-11-16,15:00,7:00,素泊まり,OTA,登山,繁忙期
R03488,c1927,211,2,2025-11-15,2025-11-17,17:00,6:00,素泊まり,OTA,登山,繁忙期
R03489,c0700,212,2,2025-11-15,2025-11-17,17:00,7:00,2食付き,OTA,ビジネス,繁忙期
R03490,c1004,215,1,2025-11-15,2025-11-16,18:00,10:00,素泊まり,OTA,遠征,繁忙期
R03491,c1881,208,2,2025-11-15,2025-11-18,17:00,8:00,素泊まり,OTA,ビジネス,繁忙期
R03492,c1898,216,1,2025-11-15,2025-11-16,17:00,8:00,素泊まり,OTA,ビジネス,繁忙期
R03493,c0532,205,1,2025-11-15,2025-11-17,15:00,10:00,素泊まり,直接,観光,繁忙期
R03494,c0818,201,1,2025-11-15,2025-11-17,17:00,8:00,朝食付き,OTA,ビジネス,繁忙期
R03495,c1499,208,2,2025-11-16,2025-11-19,18:00,8:00,朝食付き,直接,ビジネス,繁忙期
R03496,c0288,213,2,2025-11-16,2025-11-18,18:00,8:00,素泊まり,OTA,ビジネス,繁忙期
R03497,c1131,211,1,2025-11-16,2025-11-17,16:00,10:00,朝食付き,OTA,観光,繁忙期
R03498,c0675,206,1,2025-11-16,2025-11-18,19:00,10:00,素泊まり,直接,遠征,繁忙期
R03499,c1318,209,1,2025-11-16,2025-11-18,17:00,7:00,2食付き,OTA,ビジネス,繁忙期
R03500,c0173,101,1,2025-11-16,2025-11-19,17:00,8:00,素泊まり,直接,ビジネス,繁忙期
R03501,c0345,201,2,2025-11-16,2025-11-17,21:00,9:00,素泊まり,直接,その他,繁忙期
R03502,c0088,210,1,2025-11-16,2025-11-17,17:00,7:00,素泊まり,直接,ビジネス,繁忙期
R03503,c1052,217,2,2025-11-16,2025-11-18,17:00,7:00,素泊まり,OTA,登山,繁忙期
R03504,c0256,216,1,2025-11-16,2025-11-17,18:00,9:00,素泊まり,OTA,遠征,繁忙期
R03505,c0560,207,1,2025-11-16,2025-11-19,16:00,9:00,2食付き,直接,観光,繁忙期
R03506,c0195,205,1,2025-11-16,2025-11-17,18:00,9:00,素泊まり,直接,その他,繁忙期
R03507,c1093,215,1,2025-11-16,2025-11-17,15:00,9:00,朝食付き,OTA,観光,繁忙期
R03508,c1488,203,2,2025-11-16,2025-11-18,18:00,7:00,朝食付き,直接,ビジネス,繁忙期
R03509,c0021,209,1,2025-11-17,2025-11-19,15:00,10:00,素泊まり,OTA,登山,繁忙期
R03510,c0081,207,2,2025-11-17,2025-11-19,15:00,6:00,素泊まり,OTA,登山,繁忙期
R03511,c0874,216,2,2025-11-17,2025-11-19,17:00,8:00,朝食付き,OTA,ビジネス,繁忙期
R03512,c0693,205,1,2025-11-17,2025-11-21,18:00,7:00,素泊まり,OTA,ビジネス,繁忙期
R03513,c1808,212,2,2025-11-17,2025-11-18,15:00,6:00,朝食付き,OTA,登山,繁忙期
R03514,c0282,213,2,2025-11-17,2025-11-21,17:00,8:00,朝食付き,OTA,ビジネス,繁忙期
R03515,c1090,211,1,2025-11-17,2025-11-19,15:00,10:00,朝食付き,OTA,観光,繁忙期
R03516,c0380,210,1,2025-11-17,2025-11-19,17:00,9:00,朝食付き,直接,観光,繁忙期
R03517,c1284,203,1,2025-11-17,2025-11-19,17:00,8:00,朝食付き,OTA,ビジネス,繁忙期
R03518,c1882,217,1,2025-11-17,2025-11-20,16:00,9:00,朝食付き,OTA,観光,繁忙期
R03519,c1068,201,2,2025-11-17,2025-11-18,19:00,9:00,朝食付き,OTA,遠征,繁忙期
R03520,c0653,214,1,2025-11-17,2025-11-18,18:00,7:00,朝食付き,OTA,ビジネス,繁忙期
R03521,c1343,101,1,2025-11-17,2025-11-18,16:00,9:00,2食付き,OTA,観光,繁忙期
R03522,c0774,217,2,2025-11-18,2025-11-21,18:00,8:00,素泊まり,直接,ビジネス,通常期
R03523,c0735,202,1,2025-11-18,2025-11-19,15:00,9:00,2食付き,OTA,観光,通常期
R03524,c1844,210,2,2025-11-18,2025-11-20,17:00,7:00,素泊まり,直接,登山,通常期
R03525,c0719,215,2,2025-11-18,2025-11-20,17:00,7:00,朝食付き,OTA,ビジネス,通常期
R03526,c1893,207,1,2025-11-18,2025-11-21,17:00,10:00,,OTA,観光,通常期
R03527,c1653,209,2,2025-11-18,2025-11-20,16:00,9:00,朝食付き,OTA,観光,通常期
R03528,c0487,206,2,2025-11-18,2025-11-19,16:00,10:00,素泊まり,直接,登山,通常期
R03529,c0998,205,2,2025-11-18,2025-11-19,15:00,7:00,素泊まり,OTA,登山,通常期
R03530,c0287,201,1,2025-11-18,2025-11-19,18:00,9:00,素泊まり,直接,その他,通常期
R03531,c1745,216,2,2025-11-18,2025-11-19,16:00,7:00,素泊まり,OTA,登山,通常期
R03532,c1191,208,2,2025-11-18,2025-11-19,17:00,9:00,素泊まり,直接,その他,通常期
R03533,c0422,214,1,2025-11-18,2025-11-19,15:00,5:00,素泊まり,OTA,登山,通常期
R03534,c0885,209,2,2025-11-19,2025-11-20,18:00,7:00,2食付き,直接,ビジネス,通常期
R03535,c1091,207,1,2025-11-19,2025-11-21,17:00,9:00,素泊まり,OTA,観光,通常期
R03536,c1880,214,1,2025-11-19,2025-11-23,18:00,8:00,朝食付き,OTA,ビジネス,通常期
R03537,c0094,217,1,2025-11-19,2025-11-21,15:00,10:00,素泊まり,直接,観光,通常期
R03538,c1296,101,1,2025-11-19,2025-11-20,20:00,10:00,素泊まり,直接,その他,通常期
R03539,c0574,212,1,2025-11-19,2025-11-23,17:00,7:00,朝食付き,OTA,ビジネス,通常期
R03540,c0214,210,1,2025-11-19,2025-11-21,18:00,10:00,素泊まり,OTA,遠征,通常期
R03541,c0025,213,2,2025-11-19,2025-11-20,17:00,8:00,2食付き,直接,ビジネス,通常期
R03542,c0622,215,1,2025-11-19,2025-11-22,18:00,8:00,2食付き,OTA,ビジネス,通常期
R03543,c0732,203,2,2025-11-19,2025-11-20,17:00,9:00,朝食付き,OTA,観光,通常期
R03544,c0158,205,2,2025-11-19,2025-11-20,18:00,9:00,素泊まり,直接,その他,通常期
R03545,c0760,208,1,2025-11-19,2025-11-21,16:00,8:00,素泊まり,OTA,登山,通常期
R03546,c0173,216,1,2025-11-20,2025-11-23,15:00,9:00,朝食付き,OTA,観光,通常期
R03547,c0564,209,2,2025-11-20,2025-11-21,18:00,9:00,素泊まり,OTA,遠征,通常期
R03548,c1697,215,1,2025-11-20,2025-11-23,18:00,7:00,朝食付き,OTA,ビジネス,通常期
R03549,c0825,213,2,2025-11-20,2025-11-23,15:00,10:00,2食付き,OTA,観光,通常期
R03550,c1270,205,1,2025-11-20,2025-11-21,18:00,8:00,2食付き,OTA,ビジネス,通常期
R03551,c1845,206,2,2025-11-20,2025-11-23,17:00,8:00,朝食付き,直接,ビジネス,通常期
R03552,c0516,212,1,2025-11-20,2025-11-21,18:00,9:00,素泊まり,OTA,遠征,通常期
R03553,c1514,214,2,2025-11-20,2025-11-23,18:00,8:00,素泊まり,OTA,ビジネス,通常期
R03554,c0113,208,2,2025-11-20,2025-11-23,17:00,8:00,朝食付き,直接,ビジネス,通常期
R03555,c1556,210,1,2025-11-20,2025-11-22,18:00,10:00,素泊まり,OTA,遠征,通常期
R03556,c1077,202,1,2025-11-20,2025-11-22,16:00,8:00,素泊まり,OTA,登山,通常期
R03557,c0287,203,1,2025-11-20,2025-11-21,15:00,5:00,素泊まり,OTA,登山,通常期
R03558,c0605,208,2,2025-11-21,2025-11-24,18:00,7:00,2食付き,OTA,ビジネス,通常期
R03559,c1931,201,1,2025-11-21,2025-11-24,16:00,9:00,2食付き,直接,観光,通常期
R03560,c1948,211,2,2025-11-21,2025-11-22,20:00,10:00,素泊まり,直接,その他,通常期
R03561,c1124,202,2,2025-11-21,2025-11-23,16:00,10:00,素泊まり,直接,観光,通常期
R03562,c0497,217,1,2025-11-21,2025-11-22,17:00,8:00,素泊まり,直接,ビジネス,通常期
R03563,c0950,209,1,2025-11-21,2025-11-23,17:00,7:00,素泊まり,OTA,登山,通常期
R03564,c1347,210,2,2025-11-21,2025-11-23,17:00,9:00,2食付き,OTA,登山,通常期
R03565,c1968,206,1,2025-11-21,2025-11-22,15:00,10:00,素泊まり,直接,登山,通常期
R03566,c0330,214,2,2025-11-21,2025-11-25,18:00,7:00,素泊まり,OTA,ビジネス,通常期
R03567,c1573,205,2,2025-11-21,2025-11-22,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R03568,c1613,216,1,2025-11-21,2025-11-24,18:00,8:00,2食付き,直接,ビジネス,通常期
R03569,c1851,101,2,2025-11-21,2025-11-22,18:00,7:00,素泊まり,直接,ビジネス,通常期
R03570,c0059,203,2,2025-11-21,2025-11-22,16:00,8:00,朝食付き,OTA,登山,通常期
R03571,c0529,101,1,2025-11-22,2025-11-23,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R03572,c0508,216,2,2025-11-22,2025-11-23,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R03573,c0634,217,2,2025-11-22,2025-11-23,18:00,7:00,素泊まり,OTA,ビジネス,通常期
R03574,c0410,203,2,2025-11-22,2025-11-24,17:00,6:00,素泊まり,OTA,登山,通常期
R03575,c1404,209,2,2025-11-22,2025-11-26,17:00,7:00,2食付き,直接,ビジネス,通常期
R03576,c0175,214,2,2025-11-22,2025-11-24,19:00,10:00,素泊まり,OTA,遠征,通常期
R03577,c1086,201,1,2025-11-22,2025-11-24,18:00,8:00,朝食付き,直接,ビジネス,通常期
R03578,c1746,212,2,2025-11-22,2025-11-23,18:00,9:00,2食付き,OTA,遠征,通常期
R03579,c0472,202,2,2025-11-22,2025-11-24,17:00,7:00,素泊まり,直接,ビジネス,通常期
R03580,c1897,215,2,2025-11-22,2025-11-24,18:00,10:00,素泊まり,OTA,遠征,通常期
R03581,c0924,207,1,2025-11-22,2025-11-23,17:00,10:00,朝食付き,OTA,登山,通常期
R03582,c0970,213,2,2025-11-22,2025-11-24,15:00,7:00,素泊まり,OTA,登山,通常期
R03583,c0627,205,2,2025-11-22,2025-11-25,18:00,8:00,朝食付き,直接,ビジネス,通常期
R03584,c1893,206,1,2025-11-22,2025-11-26,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R03585,c0426,210,2,2025-11-22,2025-11-23,17:00,10:00,朝食付き,直接,観光,通常期
R03586,c0249,211,1,2025-11-22,2025-11-25,18:00,8:00,素泊まり,直接,ビジネス,通常期
R03587,c1498,208,1,2025-11-22,2025-11-26,17:00,8:00,素泊まり,OTA,ビジネス,通常期
R03588,c0518,208,2,2025-11-23,2025-11-27,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R03589,c0214,214,2,2025-11-23,2025-11-25,15:00,10:00,朝食付き,OTA,観光,通常期
R03590,c1691,213,1,2025-11-23,2025-11-27,17:00,7:00,素泊まり,直接,ビジネス,通常期
R03591,c0942,201,2,2025-11-23,2025-11-24,18:00,10:00,朝食付き,OTA,その他,通常期
R03592,c0849,101,2,2025-11-23,2025-11-25,15:00,8:00,素泊まり,直接,登山,通常期
R03593,c1039,209,1,2025-11-23,2025-11-25,17:00,9:00,素泊まり,OTA,登山,通常期
R03594,c1768,215,1,2025-11-23,2025-11-24,16:00,10:00,朝食付き,OTA,登山,通常期
R03595,c0049,217,1,2025-11-23,2025-11-25,17:00,7:00,2食付き,直接,ビジネス,通常期
R03596,c1881,211,2,2025-11-23,2025-11-24,18:00,10:00,素泊まり,直接,その他,通常期
R03597,c1360,202,2,2025-11-23,2025-11-25,15:00,7:00,素泊まり,OTA,登山,通常期
R03598,c0718,216,1,2025-11-23,2025-11-27,17:00,7:00,2食付き,OTA,ビジネス,通常期
R03599,c1588,210,2,2025-11-23,2025-11-24,17:00,10:00,素泊まり,直接,登山,通常期
R03600,c0861,203,2,2025-11-23,2025-11-26,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R03601,c1541,206,1,2025-11-23,2025-11-25,17:00,8:00,朝食付き,直接,ビジネス,通常期
R03602,c0443,216,2,2025-11-24,2025-11-25,18:00,9:00,素泊まり,直接,その他,通常期
R03603,c0003,203,2,2025-11-24,2025-11-25,16:00,9:00,素泊まり,直接,観光,通常期
R03604,c0790,207,2,2025-11-24,2025-11-27,17:00,8:00,2食付き,OTA,ビジネス,通常期
R03605,c0976,205,1,2025-11-24,2025-11-26,15:00,8:00,素泊まり,OTA,登山,通常期
R03606,c0063,212,2,2025-11-24,2025-11-26,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R03607,c0216,209,1,2025-11-24,2025-11-25,19:00,9:00,2食付き,OTA,遠征,通常期
R03608,c1572,210,1,2025-11-24,2025-11-25,17:00,10:00,素泊まり,直接,その他,通常期
R03609,c1467,217,1,2025-11-24,2025-11-26,17:00,9:00,,OTA,観光,通常期
R03610,c0175,211,1,2025-11-24,2025-11-26,17:00,7:00,朝食付き,OTA,ビジネス,通常期
R03611,c1433,202,2,2025-11-24,2025-11-27,18:00,7:00,素泊まり,OTA,ビジネス,通常期
R03612,c1272,214,2,2025-11-24,2025-11-25,15:00,6:00,素泊まり,OTA,登山,通常期
R03613,c1678,215,1,2025-11-24,2025-11-27,18:00,7:00,素泊まり,直接,ビジネス,通常期
R03614,c1629,209,2,2025-11-25,2025-11-27,15:00,8:00,素泊まり,直接,登山,通常期
R03615,c1011,215,2,2025-11-25,2025-11-26,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R03616,c0011,208,2,2025-11-25,2025-11-27,16:00,10:00,素泊まり,OTA,登山,通常期
R03617,c0361,213,1,2025-11-25,2025-11-28,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R03618,c0695,202,1,2025-11-25,2025-11-27,18:00,9:00,素泊まり,OTA,遠征,通常期
R03619,c1334,211,2,2025-11-25,2025-11-27,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R03620,c0791,214,2,2025-11-25,2025-11-26,18:00,8:00,素泊まり,OTA,ビジネス,通常期
R03621,c1888,210,2,2025-11-25,2025-11-26,17:00,7:00,素泊まり,OTA,登山,通常期
R03622,c1772,205,2,2025-11-25,2025-11-26,21:00,10:00,素泊まり,直接,その他,通常期
R03623,c1920,216,2,2025-11-25,2025-11-28,15:00,9:00,素泊まり,OTA,観光,通常期
R03624,c1338,212,2,2025-11-25,2025-11-29,18:00,7:00,朝食付き,OTA,ビジネス,通常期
R03625,c0571,206,1,2025-11-25,2025-11-26,16:00,8:00,素泊まり,OTA,登山,通常期
R03626,c0506,209,2,2025-11-26,2025-11-29,18:00,7:00,2食付き,直接,ビジネス,通常期
R03627,c0797,101,2,2025-11-26,2025-11-27,18:00,7:00,素泊まり,OTA,ビジネス,通常期
R03628,c0885,214,1,2025-11-26,2025-11-28,16:00,10:00,朝食付き,直接,観光,通常期
R03629,c1975,208,2,2025-11-26,2025-11-27,17:00,10:00,素泊まり,OTA,登山,通常期
R03630,c0317,212,1,2025-11-26,2025-11-29,18:00,8:00,,OTA,ビジネス,通常期
R03631,c0480,211,1,2025-11-26,2025-11-28,16:00,10:00,朝食付き,直接,観光,通常期
R03632,c1483,215,1,2025-11-26,2025-11-30,18:00,7:00,素泊まり,OTA,ビジネス,通常期
R03633,c1954,210,1,2025-11-26,2025-11-30,17:00,8:00,朝食付き,直接,ビジネス,通常期
R03634,c1340,217,1,2025-11-26,2025-11-28,15:00,6:00,朝食付き,OTA,登山,通常期
R03635,c1760,216,2,2025-11-26,2025-11-28,17:00,10:00,朝食付き,OTA,観光,通常期
R03636,c0051,205,2,2025-11-26,2025-11-27,17:00,8:00,朝食付き,OTA,登山,通常期
R03637,c0105,213,2,2025-11-26,2025-11-29,17:00,7:00,2食付き,直接,ビジネス,通常期
R03638,c0169,217,2,2025-11-27,2025-12-01,18:00,8:00,素泊まり,OTA,ビジネス,通常期
